MessageType,Provider,LatitudeDegrees,LongitudeDegrees,AltitudeMeters,SpeedMps,AccuracyMeters,BearingDegrees,UnixTimeMillis
Fix,GT,37.4441055,-122.2327674,10.851999676585198,0.001,0.1,30.257385,1626727759438
Fix,GT,37.4441055,-122.2327674,10.850999676615,0.001,0.1,30.257416,1626727760438
Fix,GT,37.4441056,-122.2327674,10.851000323385,0.0014142136,0.1,30.257507,1626727761438
Fix,GT,37.4441056,-122.2327674,10.850999676615,0.0014142136,0.1,30.257446,1626727762438
Fix,GT,37.4441056,-122.2327674,10.850999676615,0.0014142136,0.1,30.257294,1626727763438
Fix,GT,37.4441056,-122.2327674,10.850999676615,0.001917053,0.1,30.256653,1626727764438
Fix,GT,37.4441056,-122.2327674,10.85577665308118,0.11993761,0.1,30.36621,1626727765438
Fix,GT,37.4441032,-122.2327708,10.848611835360527,0.5846147,0.1,26.776123,1626727766438
Fix,GT,37.4440982,-122.2327779,10.83322399377823,0.91211486,0.1,16.993439,1626727767438
Fix,GT,37.4440901,-122.2327855,10.811223349034789,1.0623733,0.1,3.9410095,1626727768438
Fix,GT,37.4440822,-122.2327899,10.78822334972024,0.61313146,0.1,352.91962,1626727769438
Fix,GT,37.4440797,-122.2327907,10.783388164401051,0.036561735,0.1,349.75256,1626727770438
Fix,GT,37.4440804,-122.2327911,10.77538784337044,0.36529744,0.1,349.2759,1626727771438
Fix,GT,37.4440873,-122.2327972,10.793940822005272,1.4441373,0.1,340.10126,1626727772438
Fix,GT,37.4440973,-122.2328168,10.814223993450405,2.3195968,0.1,315.41443,1626727773438
Fix,GT,37.4441001,-122.2328497,10.7655068410635,3.2404313,0.1,283.4886,1626727774438
Fix,GT,37.4440894,-122.2328895,10.700118674695492,3.878391,0.1,252.98175,1626727775438
Fix,GT,37.4440641,-122.2329221,10.598506203621625,3.8547783,0.1,226.31105,1626727776438
Fix,GT,37.4440384,-122.2329395,10.50067101287842,2.3081005,0.1,211.0647,1626727777438
Fix,GT,37.4440222,-122.2329498,10.435835195481776,2.2096338,0.1,208.40358,1626727778438
Fix,GT,37.4440024,-122.2329625,10.343908030271528,2.7506773,0.1,207.66144,1626727779438
