,lat,lon,Noise,x,y,y_prev,y_next,x_prev,x_next,curvature,acc_x,acc_y,acc,curve_sigmoid,acc_log
0,37.44409519351845,-122.23279938969576,2.8541495736128346,567.8639773620687,4144.415395830571,4144.41494551278,4144.41494551278,567.8639208618363,567.8639208618363,118.11342678921059,1.914692400383293e-05,0.00018547527770423558,0.0001864609431979573,5.05813605308729e-52,-8.587288760661897
1,37.44409113897625,-122.23280006982093,3.4140003056743486,567.8639208618363,4144.41494551278,4144.415395830571,4144.414873013301,567.8639773620687,567.8638627263929,364.2230908903555,2.7556815237599892e-05,0.00018426481298774566,0.00018631398061189102,6.605739522160528e-159,-8.58807723963027
2,37.44409048980858,-122.23280073365903,3.724665524059334,567.8638627263929,4144.414873013301,4144.41494551278,4144.41479026044,567.8639208618363,567.8638644768815,468.121759587158,3.670192252479809e-05,8.905311308663808e-05,9.63197179576323e-05,4.980844144638034e-204,-9.247837504588778
3,37.44408974383341,-122.23280072148737,3.659455734746411,567.8638644768815,4144.41479026044,4144.414873013301,4144.414718473974,567.8638627263929,567.8638682551033,-2955.266256674906,-4.0576552740805675e-06,3.161520116631332e-05,3.1874527621750456e-05,1.0,-10.353703374305287
4,37.44408909654889,-122.23280068538483,3.780978663651857,567.8638682551033,4144.414718473974,4144.41479026044,4144.414752452274,567.8638644768815,567.863874604715,12126.320889046247,-1.2876494294391364e-05,2.6999078081250548e-05,2.9912444275768522e-05,0.0,-10.417235967639382
5,37.44408940232742,-122.23280061048142,3.790102286216717,567.863874604715,4144.414752452274,4144.414718473974,4144.41468653232,567.8638682551033,567.8638217101669,-4155.3151592922395,-3.669565511011348e-05,-4.15112386105028e-05,5.540536106676407e-05,1.0,-9.80083419873477
6,37.44408881207605,-122.23280121447067,3.838252412528518,567.8638217101669,4144.41468653232,4144.414752452274,4144.414544060606,567.863874604715,567.863659562922,5586.409819827339,-0.00011026152943928326,4.524448860573655e-06,0.00011035431804774055,0.0,-9.111814295553698
7,37.44408753988496,-122.23280306050277,4.179862708463895,567.863659562922,4144.414544060606,4144.41468653232,4144.41485311006,567.8638217101669,567.8632602001679,1763.210419111397,-0.00022085777828031902,0.00014954910743700869,0.0002667266273961498,0.0,-8.229286291504483
8,37.44409035463448,-122.23280754647597,5.618206754364785,567.8632602001679,4144.41485311006,4144.414544060606,4144.415196895319,567.863659562922,567.8626681545653,-128.9224370250841,-6.42168858289419e-05,4.314866875881508e-05,7.736676315592701e-05,1.0,-9.46695328618439
9,37.44409349659431,-122.23281420734895,6.912024337796786,567.8626681545653,4144.415196895319,4144.41485311006,4144.4150118352645,567.8632602001679,567.8623802985537,-1315.646548432276,0.0001325554680445847,3.8958479595857835e-07,0.00013255604054448878,1.0,-8.928505054449506
