,TripID,Phone,Duration,Score_bl,Score_kf,Turns
0,2020-05-15-US-MTV-1,GooglePixel4XL,56.03333333333333,4.313440982316595,3.314867116892156,54.7
1,2020-05-21-US-MTV-1,GooglePixel4,32.53333333333333,3.4339111552869026,2.8870894874924575,25.200000000000003
2,2020-05-21-US-MTV-1,GooglePixel4XL,32.45,2.2777359120882523,1.7439431111841666,24.85
3,2020-05-21-US-MTV-2,GooglePixel4,31.483333333333334,2.120237129149142,1.1556341511715627,18.15
4,2020-05-21-US-MTV-2,GooglePixel4XL,31.583333333333332,2.4652109362975034,1.586838817938692,18.299999999999997
5,2020-05-28-US-MTV-2,GooglePixel4,36.86666666666667,2.933311208657287,1.5358873126242156,7.35
6,2020-05-28-US-MTV-2,GooglePixel4XL,36.8,,1.037161555326009,6.9
7,2020-05-29-US-MTV-1,GooglePixel4,31.316666666666666,2.8101770407238615,1.9919508894354507,10.199999999999998
8,2020-05-29-US-MTV-1,GooglePixel4XL,31.316666666666666,2.489427278891511,2.058048373100168,9.95
9,2020-05-29-US-MTV-2,GooglePixel4,32.733333333333334,2.9278414091878133,2.2211042533378063,10.15
10,2020-05-29-US-MTV-2,GooglePixel4XL,32.81666666666667,2.784745631232476,2.320804638762856,10.55
11,2020-06-04-US-MTV-1,GooglePixel4,27.583333333333332,2.426435098405262,1.9705572611824682,8.45
12,2020-06-04-US-MTV-1,GooglePixel4XL,27.616666666666667,1.760327910274775,1.1982305253528767,8.6
13,2020-06-04-US-MTV-2,GooglePixel4,27.5,2.3465808714207776,2.323040527083003,9.299999999999999
14,2020-06-04-US-MTV-2,GooglePixel4XL,27.466666666666665,2.293440051883782,2.209568416723399,8.75
15,2020-06-05-US-MTV-1,GooglePixel4,30.716666666666665,2.090966719913374,1.0708596995834645,8.5
16,2020-06-05-US-MTV-1,GooglePixel4XL,31.616666666666667,1.9903785878052185,2.1026106014701367,11.25
17,2020-06-05-US-MTV-2,GooglePixel4,28.033333333333335,2.590805612353468,1.2685960119817208,14.85
18,2020-06-05-US-MTV-2,GooglePixel4XL,27.133333333333333,2.2538991130143273,1.267961797668511,12.2
19,2020-06-10-US-MTV-1,GooglePixel4,26.683333333333334,2.2462367312084375,1.4323259164712248,11.7
20,2020-06-10-US-MTV-1,GooglePixel4XL,26.65,2.24745129395502,1.6102527277075325,11.849999999999998
21,2020-06-10-US-MTV-2,GooglePixel4,29.216666666666665,2.6526648657725436,1.8804171406711907,15.75
22,2020-06-10-US-MTV-2,GooglePixel4XL,29.233333333333334,2.152316725161515,1.6504528752231504,15.45
23,2020-06-11-US-MTV-1,GooglePixel4,30.8,2.1055810126785506,1.1751371162127415,11.1
24,2020-06-11-US-MTV-1,GooglePixel4XL,30.7,1.5632018021636087,0.9494465535116325,10.950000000000001
25,2020-06-18-US-MTV-1,GooglePixel4,24.383333333333333,2.4046161055672,2.1268265951801517,6.9
26,2020-06-18-US-MTV-1,GooglePixel4XL,24.316666666666666,2.182783208012374,1.5478743106178623,6.7
27,2020-06-24-US-MTV-1,GooglePixel4,21.65,2.778335009520795,1.9095913501433235,11.799999999999999
28,2020-06-24-US-MTV-1,GooglePixel4XL,21.7,1.7840013997417732,1.4489399732849666,12.0
29,2020-06-24-US-MTV-2,GooglePixel4,22.483333333333334,3.0610080976664427,2.0803765401579075,13.45
30,2020-06-24-US-MTV-2,GooglePixel4XL,22.4,2.0718174074499873,1.5279411170386366,13.8
31,2020-07-08-US-MTV-1,GooglePixel4,35.5,,1.441935452958158,29.95
32,2020-07-08-US-MTV-1,GooglePixel4XL,35.766666666666666,2.4937580712357357,2.154987849300564,31.299999999999997
33,2020-07-08-US-MTV-2,GooglePixel4,35.31666666666667,27.078145777513416,23.85241268562548,28.499999999999996
34,2020-07-08-US-MTV-2,GooglePixel4XL,35.266666666666666,11.177248663327566,10.087037534528974,28.400000000000002
35,2020-07-17-US-MTV-2,GooglePixel4,28.283333333333335,,1.1877331515527518,10.35
36,2020-07-17-US-MTV-2,GooglePixel4XL,28.3,4.552124352381886,2.144779180706351,10.549999999999999
37,2020-07-24-US-MTV-1,GooglePixel4,34.31666666666667,2.413753413628441,1.8790165912445986,22.049999999999997
38,2020-07-24-US-MTV-1,GooglePixel4XL,34.166666666666664,2.305673961720685,1.9039152926172997,22.1
39,2020-07-24-US-MTV-1,GooglePixel5,34.31666666666667,2.449044504105797,1.5970657413415337,22.15
40,2020-07-24-US-MTV-2,GooglePixel4,31.133333333333333,2.0584424311768545,1.4081941382325458,16.95
41,2020-07-24-US-MTV-2,GooglePixel4XL,30.7,2.565058680746366,2.3202717900551573,15.799999999999999
42,2020-07-24-US-MTV-2,GooglePixel5,31.566666666666666,3.0286818304454015,2.090625613553827,18.1
43,2020-08-03-US-MTV-1,GooglePixel4,28.183333333333334,2.675005915086018,2.246653614554728,17.2
44,2020-08-03-US-MTV-1,GooglePixel4XL,28.166666666666668,2.620272014180725,2.047812827758234,16.75
45,2020-08-03-US-MTV-2,GooglePixel4,28.166666666666668,3.5847222236399707,2.986498446849506,20.15
46,2020-08-03-US-MTV-2,GooglePixel4XL,27.133333333333333,,2.416370303571229,17.0
47,2020-08-03-US-MTV-2,GooglePixel5,27.116666666666667,7.458414636090219,3.5693746956560473,17.799999999999997
48,2020-08-06-US-MTV-1,GooglePixel4,29.816666666666666,6.114681938663029,5.523167883677012,11.45
49,2020-08-06-US-MTV-1,GooglePixel4XL,29.683333333333334,5.665976565715011,5.2722794011506,11.75
50,2020-08-06-US-MTV-2,GooglePixel4,28.366666666666667,6.020536466113525,5.389270543936627,12.599999999999998
51,2020-08-06-US-MTV-2,GooglePixel4XL,28.383333333333333,5.932004401185127,5.518949757430198,12.399999999999999
52,2020-08-06-US-MTV-2,GooglePixel5,28.35,6.330237162571408,5.395139865308504,12.349999999999998
53,2020-08-11-US-MTV-1,GooglePixel4,29.15,4.952342776737509,8.016182528508688,16.799999999999997
54,2020-08-11-US-MTV-2,GooglePixel4,27.166666666666668,3.9652847352617098,2.704620711725633,9.349999999999998
55,2020-08-11-US-MTV-2,GooglePixel4XL,27.15,5.070417266794248,2.8342459512501614,9.45
56,2020-08-13-US-MTV-1,GooglePixel4,31.333333333333332,3.2646776215055833,2.2686764287056564,14.149999999999999
57,2020-08-13-US-MTV-1,GooglePixel4XL,31.133333333333333,2.4157817409032196,1.6942216224831728,12.65
58,2020-08-13-US-MTV-1,GooglePixel5,30.483333333333334,3.761055196191777,2.579933086437028,11.499999999999998
59,2020-09-04-US-MTV-1,GooglePixel4,27.466666666666665,6.5811482234867205,3.391143402128625,6.3
60,2020-09-04-US-MTV-1,GooglePixel4XL,27.583333333333332,2.361853843546365,1.3718153800531634,6.0
61,2020-09-04-US-MTV-2,GooglePixel4,40.6,2.7584642085540296,1.2936951248025812,19.599999999999998
62,2020-09-04-US-MTV-2,GooglePixel4XL,40.583333333333336,2.0560161586068766,1.3511458369661036,19.299999999999997
63,2020-11-23-US-MTV-1,XiaomiMi8,12.416666666666666,4.830611809505541,4.31947609874068,5.449999999999999
64,2020-12-10-US-SJC-1,GooglePixel4,24.9,9.242215985797493,4.8721699693253955,43.55
65,2020-12-10-US-SJC-1,GooglePixel4XL,24.883333333333333,9.873516517117604,4.096376485749628,42.74999999999999
66,2020-12-10-US-SJC-1,XiaomiMi8,24.9,6.594485033263153,4.153019851175492,44.849999999999994
67,2020-12-10-US-SJC-2,GooglePixel4,23.45,3.99547772672427,2.6590193071500243,40.25
68,2020-12-10-US-SJC-2,GooglePixel4XL,23.433333333333334,2.9199479485966258,2.42091698464284,39.39999999999999
69,2020-12-10-US-SJC-2,GooglePixel5,23.45,4.430703004292964,2.676386523721665,39.8
70,2020-12-10-US-SJC-2,XiaomiMi8,23.45,4.86715431495037,3.929992864372589,40.55
71,2021-01-04-US-SFO-1,GooglePixel4,33.38333333333333,2.179681734691808,1.4169604522062438,23.549999999999997
72,2021-01-04-US-SFO-1,GooglePixel4XL,33.25,5.548506928520429,3.3898514747725734,24.25
73,2021-01-04-US-SFO-1,GooglePixel5,33.35,2.200259269173089,1.679553652068016,23.6
74,2021-01-04-US-SFO-1,XiaomiMi8,33.35,2.5022957327251216,2.2774771488581633,24.449999999999996
75,2021-01-04-US-SFO-2,GooglePixel4,30.833333333333332,2.7703899999803943,1.738032666505805,20.700000000000003
76,2021-01-04-US-SFO-2,GooglePixel4XL,30.666666666666668,6.059471355299651,4.893699208162904,21.0
77,2021-01-04-US-SFO-2,GooglePixel5,30.9,2.799309252741126,1.7739368833464806,21.4
78,2021-01-04-US-SFO-2,XiaomiMi8,30.916666666666668,2.3238420123696164,2.7333677070211615,22.299999999999997
79,2021-01-05-US-MTV-1,GooglePixel4,21.633333333333333,2.5350244306561027,1.342424756075776,29.15
